,work_year,experience_level,experience_level_code,employment_type,employment_type_code,job_title,job category code,salary,salary_currency,salary_in_usd,salary_in_usd_code,employee_residence,remote_ratio,company_location,company_size,company_size_code
637,2023,SE,3,FT,2,Data Engineer,2,175000,USD,175000,4,US,100,US,M,2
1456,2023,SE,3,FT,2,Analytics Engineer,3,175000,USD,175000,4,US,0,US,M,2
318,2023,SE,3,FT,2,Analytics Engineer,3,175000,USD,175000,4,US,100,US,M,2
1400,2023,MI,2,FT,2,Machine Learning Engineer,4,175000,USD,175000,4,US,0,US,M,2
1538,2023,MI,2,FT,2,Machine Learning Engineer,4,175000,USD,175000,4,US,100,US,M,2
1703,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,100,US,M,2
1709,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,100,US,M,2
1707,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,100,US,M,2
61,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,100,US,M,2
1802,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,0,US,M,2
1658,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,0,US,M,2
1638,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,0,US,M,2
465,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,100,US,M,2
523,2023,SE,3,FT,2,Data Scientist,5,175000,USD,175000,4,US,0,US,M,2
547,2023,SE,3,FT,2,Data Engineer,2,175308,USD,175308,4,US,0,US,M,2
797,2023,SE,3,FT,2,Data Engineer,2,176000,USD,176000,4,US,0,US,M,2
950,2023,SE,3,FT,2,Machine Learning Engineer,4,176100,USD,176100,4,US,0,US,L,3
1075,2023,SE,3,FT,2,Data Engineer,2,178500,USD,178500,4,US,100,US,M,2
1243,2023,SE,3,FT,2,Data Engineer,2,178600,USD,178600,4,US,0,US,M,2
1614,2023,SE,3,FT,2,Data Engineer,2,179000,USD,179000,4,US,0,US,M,2
77,2023,SE,3,FT,2,Data Engineer,2,179170,USD,179170,4,US,0,US,M,2
161,2023,SE,3,FT,2,Analytics Engineer,3,179820,USD,179820,4,US,0,US,M,2
1015,2023,SE,3,FT,2,Analytics Engineer,3,179820,USD,179820,4,US,0,US,M,2
695,2023,SE,3,FT,2,Analytics Engineer,3,179820,USD,179820,4,US,0,US,M,2
1466,2023,SE,3,FT,2,Data Analyst,1,179975,USD,179975,4,US,100,US,M,2
1651,2023,SE,3,FT,2,Data Analyst,1,180000,USD,180000,4,US,0,US,M,2
757,2023,SE,3,FT,2,Data Analyst,1,180000,USD,180000,4,US,0,US,M,2
1052,2023,SE,3,FT,2,Data Architect,6,180000,USD,180000,4,US,100,US,M,2
1183,2023,EX,4,FT,2,Data Architect,6,180000,USD,180000,4,US,0,US,M,2
1103,2023,SE,3,FT,2,Data Architect,6,180000,USD,180000,4,US,100,US,M,2
521,2023,SE,3,FT,2,Data Architect,6,180000,USD,180000,4,US,100,US,M,2
1804,2023,SE,3,FT,2,Data Architect,6,180000,USD,180000,4,US,100,US,M,2
781,2023,MI,2,FT,2,Data Engineer,2,180000,USD,180000,4,US,0,US,M,2
659,2023,SE,3,FT,2,Data Engineer,2,180000,USD,180000,4,US,100,US,M,2
210,2023,SE,3,FT,2,Data Engineer,2,180000,USD,180000,4,US,0,US,M,2
922,2023,SE,3,FT,2,Data Engineer,2,180000,USD,180000,4,US,100,US,M,2
1212,2023,SE,3,FT,2,Data Engineer,2,180000,USD,180000,4,US,0,US,M,2
1440,2023,SE,3,FT,2,Data Engineer,2,180000,USD,180000,4,US,0,US,M,2
1492,2023,SE,3,FT,2,Data Engineer,2,180000,USD,180000,4,US,0,US,M,2
1539,2023,SE,3,FT,2,Machine Learning Engineer,4,180000,USD,180000,4,US,100,US,M,2
1645,2023,MI,2,FT,2,Machine Learning Engineer,4,180000,USD,180000,4,US,100,US,M,2
1696,2023,SE,3,FT,2,Machine Learning Software Engineer,4,180000,USD,180000,4,US,0,US,M,2
427,2023,SE,3,FT,2,Data Scientist,5,180000,USD,180000,4,US,0,US,M,2
1262,2023,MI,2,FT,2,Data Scientist,5,180000,USD,180000,4,US,100,US,M,2
1146,2023,SE,3,FT,2,Data Scientist,5,180000,USD,180000,4,US,0,US,M,2
17,2023,SE,3,FT,2,Data Analyst,1,180180,USD,180180,4,US,0,US,M,2
195,2023,SE,3,FT,2,Data Analyst,1,180180,USD,180180,4,US,0,US,M,2
288,2023,SE,3,FT,2,Data Analyst,1,180180,USD,180180,4,US,0,US,M,2
436,2023,SE,3,FT,2,Data Analyst,1,180180,USD,180180,4,US,0,US,M,2
463,2023,SE,3,FT,2,Data Analyst,1,180180,USD,180180,4,US,0,US,M,2
487,2023,SE,3,FT,2,Data Scientist,5,180560,USD,180560,4,US,0,US,M,2
568,2023,SE,3,FT,2,Machine Learning Engineer,4,181000,USD,181000,4,US,0,US,M,2
1251,2023,SE,3,FT,2,Data Engineer,2,182000,USD,182000,4,US,100,US,M,2
1300,2023,SE,3,FT,2,Data Scientist,5,182000,USD,182000,4,US,0,US,M,2
1716,2023,SE,3,FT,2,Data Scientist,5,182000,USD,182000,4,US,0,US,M,2
1030,2023,SE,3,FT,2,Data Scientist,5,182200,USD,182200,4,US,100,US,M,2
430,2023,MI,2,FT,2,Data Analyst,1,182500,USD,182500,4,US,0,US,M,2
489,2023,SE,3,FT,2,Data Engineer,2,182750,USD,182750,4,US,100,US,M,2
497,2023,SE,3,FT,2,Data Scientist,5,183000,USD,183000,4,US,100,US,M,2
909,2023,SE,3,FT,2,Data Scientist,5,183000,USD,183000,4,US,100,US,M,2
1063,2023,SE,3,FT,2,Data Scientist,5,183000,USD,183000,4,US,0,US,M,2
613,2023,MI,2,FT,2,Data Scientist,5,183310,USD,183310,4,US,0,US,M,2
1634,2023,MI,2,FT,2,Data Scientist,5,183310,USD,183310,4,US,0,US,M,2
212,2023,SE,3,FT,2,Analytics Engineer,3,183500,USD,183500,4,US,100,US,M,2
506,2023,SE,3,FT,2,Data Scientist,5,183500,USD,183500,4,US,100,US,M,2
784,2023,SE,3,FT,2,Data Scientist,5,183500,USD,183500,4,US,100,US,M,2
859,2023,SE,3,FT,2,Data Scientist,5,183500,USD,183500,4,US,100,US,M,2
1014,2023,SE,3,FT,2,Data Scientist,5,183500,USD,183500,4,US,100,US,M,2
1168,2023,SE,3,FT,2,Data Scientist,5,183500,USD,183500,4,US,100,US,M,2
62,2023,SE,3,FT,2,Data Engineer,2,183600,USD,183600,4,US,0,US,M,2
645,2023,SE,3,FT,2,Machine Learning Engineer,4,184000,USD,184000,4,US,100,US,M,2
1096,2023,SE,3,FT,2,Machine Learning Engineer,4,184000,USD,184000,4,US,0,US,M,2
270,2023,SE,3,FT,2,Machine Learning Engineer,4,184700,USD,184700,4,US,0,US,M,2
541,2023,SE,3,FT,2,Data Analyst,1,185000,USD,185000,4,US,100,US,M,2
1450,2023,SE,3,FT,2,Data Analyst,1,185000,USD,185000,4,US,100,US,M,2
1579,2023,SE,3,FT,2,Data Engineer,2,185000,USD,185000,4,US,0,US,M,2
1587,2023,SE,3,FT,2,Data Engineer,2,185000,USD,185000,4,US,100,US,M,2
1776,2023,SE,3,FT,2,Data Engineer,2,185000,USD,185000,4,US,0,US,M,2
1784,2023,SE,3,FT,2,Data Engineer,2,185000,USD,185000,4,US,0,US,M,2
507,2023,SE,3,FT,2,Data Scientist,5,185000,USD,185000,4,US,100,US,M,2
828,2023,EX,4,FT,2,Data Scientist,5,185000,USD,185000,4,US,0,US,M,2
975,2023,SE,3,FT,2,Data Scientist,5,185000,USD,185000,4,US,100,US,M,2
1437,2023,SE,3,FT,2,Data Scientist,5,185000,USD,185000,4,US,0,US,M,2
1101,2023,SE,3,FT,2,Data Scientist,5,185000,USD,185000,4,US,0,US,M,2
1471,2023,SE,3,FT,2,Data Scientist,5,185000,USD,185000,4,US,100,US,M,2
1426,2023,MI,2,FT,2,Analytics Engineer,3,185700,USD,185700,4,US,0,US,M,2
281,2023,SE,3,FT,2,Data Analyst,1,185900,USD,185900,4,US,0,US,M,2
446,2023,SE,3,FT,2,Data Analyst,1,185900,USD,185900,4,US,0,US,M,2
1780,2023,SE,3,FT,2,Data Analyst,1,185900,USD,185900,4,US,0,US,M,2
34,2023,SE,3,FT,2,Data Engineer,2,185900,USD,185900,4,US,0,US,M,2
1117,2023,SE,3,FT,2,Data Engineer,2,185900,USD,185900,4,US,0,US,M,2
517,2023,SE,3,FT,2,Data Engineer,2,185900,USD,185900,4,US,0,US,M,2
711,2023,SE,3,FT,2,Data Scientist,5,185900,USD,185900,4,US,0,US,M,2
1775,2023,SE,3,FT,2,Data Scientist,5,185900,USD,185900,4,US,0,US,M,2
89,2023,SE,3,FT,2,Data Scientist,5,185900,USD,185900,4,US,0,US,M,2
98,2023,SE,3,FT,2,Data Scientist,5,185900,USD,185900,4,US,0,US,M,2
226,2023,SE,3,FT,2,Data Scientist,5,185900,USD,185900,4,US,0,US,M,2
1067,2023,SE,3,FT,2,Data Scientist,5,185900,USD,185900,4,US,0,US,M,2
255,2023,SE,3,FT,2,Machine Learning Engineer,4,186000,USD,186000,4,US,100,US,M,2
47,2023,SE,3,FT,2,Data Scientist,5,186000,USD,186000,4,US,0,US,M,2
59,2023,SE,3,FT,2,Data Scientist,5,186000,USD,186000,4,US,0,US,M,2
1314,2023,SE,3,FT,2,Data Scientist,5,186300,USD,186300,4,US,100,US,M,2
1586,2023,SE,3,FT,2,Data Scientist,5,186300,USD,186300,4,US,100,US,M,2
1622,2023,SE,3,FT,2,Data Analyst,1,187000,USD,187000,4,US,0,US,M,2
1625,2023,SE,3,FT,2,Data Engineer,2,187500,USD,187500,4,US,100,US,M,2
818,2023,MI,2,FT,2,Data Scientist,5,187500,USD,187500,4,US,0,US,M,2
969,2023,SE,3,FT,2,Data Architect,6,188500,USD,188500,4,US,100,US,M,2
753,2023,SE,3,FT,2,Machine Learning Engineer,4,188800,USD,188800,4,US,100,US,M,2
852,2023,SE,3,FT,2,Machine Learning Engineer,4,188800,USD,188800,4,US,100,US,M,2
882,2023,SE,3,FT,2,Data Analyst,1,190000,USD,190000,4,US,100,US,M,2
993,2023,SE,3,FT,2,Data Engineer,2,190000,USD,190000,4,US,100,US,M,2
85,2023,SE,3,FT,2,Analytics Engineer,3,190000,USD,190000,4,US,100,US,M,2
125,2023,SE,3,FT,2,Machine Learning Engineer,4,190000,USD,190000,4,US,0,US,M,2
991,2023,SE,3,FT,2,Data Scientist,5,190000,USD,190000,4,US,0,US,M,2
1508,2023,EN,1,FT,2,Data Scientist,5,190000,USD,190000,4,US,0,US,M,2
354,2023,SE,3,FT,2,Data Scientist,5,190000,USD,190000,4,US,0,US,M,2
533,2023,SE,3,FT,2,Data Scientist,5,190000,USD,190000,4,US,0,US,M,2
898,2023,SE,3,FT,2,Data Scientist,5,190000,USD,190000,4,US,0,US,M,2
1011,2023,SE,3,FT,2,Data Scientist,5,191765,USD,191765,4,US,0,US,M,2
1177,2023,SE,3,FT,2,Data Engineer,2,192000,USD,192000,4,US,0,US,M,2
1692,2023,SE,3,FT,2,Data Analyst,1,192500,USD,192500,4,US,100,US,M,2
1119,2023,SE,3,FT,2,Data Engineer,2,193500,USD,193500,4,US,100,US,M,2
193,2023,EX,4,FT,2,Data Engineer,2,194500,USD,194500,4,US,0,US,M,2
959,2023,SE,3,FT,2,Data Scientist,5,195000,USD,195000,4,US,0,US,M,2
635,2023,SE,3,FT,2,Data Scientist,5,195000,USD,195000,4,US,0,US,M,2
843,2023,SE,3,FT,2,Data Scientist,5,195000,USD,195000,4,US,0,US,M,2
298,2023,EX,4,FT,2,Data Engineer,2,196200,USD,196200,4,US,0,US,M,2
1768,2023,SE,3,FT,2,Analytics Engineer,3,197000,USD,197000,4,US,0,US,M,2
1702,2023,SE,3,FT,2,Data Architect,6,198000,USD,198000,4,US,100,US,M,2
799,2023,SE,3,FT,2,Data Scientist,5,198200,USD,198200,4,US,100,US,M,2
122,2023,SE,3,FT,2,Data Scientist,5,198200,USD,198200,4,US,100,US,M,2
1287,2023,SE,3,FT,2,Data Scientist,5,198200,USD,198200,4,US,100,US,M,2
56,2023,SE,3,FT,2,Data Scientist,5,198200,USD,198200,4,US,0,US,M,2
555,2023,SE,3,FT,2,Data Engineer,2,199000,USD,199000,4,US,0,US,M,2
247,2023,SE,3,FT,2,Machine Learning Engineer,4,199000,USD,199000,4,US,100,US,M,2
180,2023,SE,3,FT,2,Data Scientist,5,199000,USD,199000,4,US,0,US,M,2
1121,2023,SE,3,FT,2,Data Scientist,5,199098,USD,199098,4,US,100,US,M,2
1125,2023,SE,3,FT,2,Data Analyst,1,200000,USD,200000,4,US,0,US,M,2
165,2023,SE,3,FT,2,Data Architect,6,200000,USD,200000,4,US,100,US,M,2
194,2023,SE,3,FT,2,Data Architect,6,200000,USD,200000,4,US,100,US,M,2
581,2023,SE,3,FT,2,Data Engineer,2,200000,USD,200000,4,US,100,US,M,2
639,2023,SE,3,FT,2,Data Engineer,2,200000,USD,200000,4,US,0,US,M,2
914,2023,MI,2,FT,2,Data Engineer,2,200000,USD,200000,4,US,0,US,M,2
1537,2023,SE,3,FT,2,Data Engineer,2,200000,USD,200000,4,US,0,US,M,2
245,2023,EX,4,FT,2,Data Engineer,2,200000,USD,200000,4,US,0,US,M,2
413,2023,SE,3,FT,2,Data Engineer,2,200000,USD,200000,4,US,0,US,M,2
1095,2023,SE,3,FT,2,Analytics Engineer,3,200000,USD,200000,4,US,100,US,M,2
1304,2023,SE,3,FT,2,Machine Learning Engineer,4,200000,USD,200000,4,US,0,US,M,2
759,2023,MI,2,FT,2,Machine Learning Engineer,4,200000,USD,200000,4,US,0,US,M,2
78,2023,SE,3,FT,2,Machine Learning Engineer,4,200000,USD,200000,4,US,100,US,M,2
657,2023,SE,3,FT,2,Machine Learning Engineer,4,200000,USD,200000,4,US,100,US,M,2
149,2023,SE,3,FT,2,ML Engineer,4,200000,USD,200000,4,US,0,US,M,2
284,2023,EX,4,FT,2,Data Scientist,5,200000,USD,200000,4,US,0,US,M,2
467,2023,SE,3,FT,2,Data Scientist,5,200000,USD,200000,4,US,100,US,M,2
1465,2023,SE,3,FT,2,Data Scientist,5,200000,USD,200000,4,US,100,US,M,2
1397,2023,EX,4,FT,2,Data Scientist,5,200000,USD,200000,4,US,0,US,M,2
1685,2023,MI,2,FT,2,Data Scientist,5,200000,USD,200000,4,US,100,US,M,2
1649,2023,EX,4,FT,2,Data Scientist,5,200000,USD,200000,4,US,0,US,M,2
1089,2023,SE,3,FT,2,Data Scientist,5,200160,USD,200160,5,US,0,US,M,2
1639,2023,SE,3,FT,2,Data Scientist,5,200160,USD,200160,5,US,0,US,M,2
1195,2023,SE,3,FT,2,Data Scientist,5,201000,USD,201000,5,US,0,US,M,2
483,2023,SE,3,FT,2,Data Scientist,5,201000,USD,201000,5,US,0,US,M,2
717,2023,SE,3,FT,2,Data Scientist,5,201036,USD,201036,5,US,0,US,M,2
1676,2023,SE,3,FT,2,Data Engineer,2,201450,USD,201450,5,US,100,US,M,2
1678,2023,SE,3,FT,2,Data Scientist,5,201450,USD,201450,5,US,100,US,M,2
1759,2023,SE,3,FT,2,Data Engineer,2,202000,USD,202000,5,US,100,US,M,2
310,2023,SE,3,FT,2,Data Engineer,2,202000,USD,202000,5,US,100,US,M,2
1742,2023,SE,3,FT,2,Machine Learning Engineer,4,202353,USD,202353,5,US,0,US,M,2
359,2023,SE,3,FT,2,ML Engineer,4,202353,USD,202353,5,US,0,US,M,2
1408,2023,SE,3,FT,2,Data Analyst,1,202800,USD,202800,5,US,0,US,L,3
292,2023,SE,3,FT,2,Data Scientist,5,203000,USD,203000,5,US,100,US,M,2
53,2023,SE,3,FT,2,Data Engineer,2,203100,USD,203100,5,US,0,US,M,2
262,2023,SE,3,FT,2,Data Engineer,2,203300,USD,203300,5,US,100,US,M,2
200,2023,SE,3,FT,2,ML Engineer,4,203500,USD,203500,5,US,100,US,M,2
1267,2023,SE,3,FT,2,Data Scientist,5,203500,USD,203500,5,US,0,US,M,2
1470,2023,SE,3,FT,2,Data Analyst,1,204500,USD,204500,5,US,0,US,M,2
1545,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
207,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
383,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
928,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
1151,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
1404,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
1762,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
27,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
989,2023,SE,3,FT,2,Machine Learning Engineer,4,204500,USD,204500,5,US,0,US,M,2
1123,2023,EX,4,FT,2,Data Engineer,2,205000,USD,205000,5,US,0,US,M,2
1129,2023,SE,3,FT,2,Data Scientist,5,205000,USD,205000,5,US,0,US,M,2
1525,2023,SE,3,FT,2,Data Scientist,5,205000,USD,205000,5,US,100,US,M,2
197,2023,SE,3,FT,2,Data Engineer,2,205600,USD,205600,5,US,0,US,L,3
671,2023,SE,3,FT,2,Data Engineer,2,205600,USD,205600,5,US,100,US,M,2
389,2023,SE,3,FT,2,Data Engineer,2,205600,USD,205600,5,US,0,US,L,3
435,2023,MI,2,FT,2,Machine Learning Infrastructure Engineer,4,205920,USD,205920,5,US,0,US,M,2
486,2023,SE,3,FT,2,Machine Learning Infrastructure Engineer,4,205920,USD,205920,5,US,0,US,M,2
707,2023,MI,2,FT,2,Data Analyst,1,206000,USD,206000,5,US,0,US,M,2
824,2023,MI,2,FT,2,Data Analyst,1,206000,USD,206000,5,US,0,US,M,2
900,2023,SE,3,FT,2,Data Analyst,1,206500,USD,206500,5,US,100,US,M,2
1606,2023,EX,4,FT,2,Data Engineer,2,207000,USD,207000,5,US,100,US,M,2
234,2023,SE,3,FT,2,Analytics Engineer,3,207000,USD,207000,5,US,0,US,M,2
1644,2023,SE,3,FT,2,Data Analyst,1,208049,USD,208049,5,US,0,US,M,2
513,2023,SE,3,FT,2,Data Analyst,1,208450,USD,208450,5,US,100,US,M,2
526,2023,SE,3,FT,2,Data Scientist,5,209300,USD,209300,5,US,100,US,M,2
957,2023,SE,3,FT,2,Data Scientist,5,209450,USD,209450,5,US,100,US,M,2
962,2023,SE,3,FT,2,Data Engineer,2,210000,USD,210000,5,US,100,US,M,2
1312,2023,EX,4,FT,2,Data Engineer,2,210000,USD,210000,5,US,0,US,M,2
1747,2023,SE,3,FT,2,Data Scientist,5,210000,USD,210000,5,US,0,US,M,2
1752,2023,SE,3,FT,2,Data Scientist,5,210000,USD,210000,5,US,0,US,M,2
1098,2023,SE,3,FT,2,Data Scientist,5,210000,USD,210000,5,US,0,US,M,2
1100,2023,SE,3,FT,2,Data Scientist,5,210550,USD,210550,5,US,0,US,M,2
890,2023,EX,4,FT,2,Data Engineer,2,210914,USD,210914,5,US,100,US,M,2
902,2023,EX,4,FT,2,Data Engineer,2,210914,USD,210914,5,US,100,US,M,2
607,2023,SE,3,FT,2,Machine Learning Engineer,4,212200,USD,212200,5,US,100,US,M,2
67,2023,SE,3,FT,2,Data Scientist,5,212750,USD,212750,5,US,100,US,M,2
73,2023,SE,3,FT,2,Data Architect,6,213120,USD,213120,5,US,100,US,M,2
1077,2023,SE,3,FT,2,Data Engineer,2,213580,USD,213580,5,US,100,US,M,2
1679,2023,SE,3,FT,2,Analytics Engineer,3,214000,USD,214000,5,US,0,US,M,2
378,2023,SE,3,FT,2,Analytics Engineer,3,214200,USD,214200,5,US,0,US,M,2
1725,2023,SE,3,FT,2,Data Scientist,5,215050,USD,215050,5,US,100,US,M,2
99,2023,SE,3,FT,2,Machine Learning Engineer,4,216000,USD,216000,5,US,100,US,M,2
111,2023,SE,3,FT,2,Data Scientist,5,216100,USD,216100,5,US,0,US,M,2
346,2023,SE,3,FT,2,Data Engineer,2,217000,USD,217000,5,US,100,US,M,2
451,2023,SE,3,FT,2,Data Scientist,5,218500,USD,218500,5,US,100,US,M,2
54,2023,MI,2,FT,2,Machine Learning Engineer,4,219000,USD,219000,5,US,50,US,L,3
1632,2023,SE,3,FT,2,Data Engineer,2,219535,USD,219535,5,US,100,US,M,2
239,2023,SE,3,FT,2,Data Engineer,2,220000,USD,220000,5,US,100,US,M,2
143,2023,EX,4,FT,2,Data Engineer,2,220000,USD,220000,5,US,0,US,M,2
1368,2023,SE,3,FT,2,Data Engineer,2,220000,USD,220000,5,US,100,US,M,2
904,2023,SE,3,FT,2,Data Engineer,2,220000,USD,220000,5,US,0,US,M,2
946,2023,SE,3,FT,2,Machine Learning Engineer,4,220000,USD,220000,5,US,0,US,M,2
986,2023,SE,3,FT,2,Machine Learning Engineer,4,220000,USD,220000,5,US,0,US,M,2
995,2023,SE,3,FT,2,ML Engineer,4,220000,USD,220000,5,US,0,US,M,2
1199,2023,SE,3,FT,2,Data Scientist,5,220000,USD,220000,5,US,0,US,M,2
1354,2023,SE,3,FT,2,Data Engineer,2,221000,USD,221000,5,US,0,US,M,2
1626,2023,EX,4,FT,2,Analytics Engineer,3,221000,USD,221000,5,US,100,US,M,2
1764,2023,SE,3,FT,2,Data Engineer,2,221484,USD,221484,5,US,0,US,M,2
1770,2023,SE,3,FT,2,Data Engineer,2,222000,USD,222000,5,US,100,US,M,2
42,2023,SE,3,FT,2,Data Engineer,2,223250,USD,223250,5,US,0,US,M,2
204,2023,SE,3,FT,2,Data Scientist,5,223800,USD,223800,5,US,0,US,M,2
714,2023,SE,3,FT,2,Data Engineer,2,225000,USD,225000,5,US,100,US,M,2
1624,2023,SE,3,FT,2,Data Engineer,2,225000,USD,225000,5,US,0,US,M,2
280,2023,SE,3,FT,2,Data Engineer,2,225000,USD,225000,5,US,0,US,M,2
445,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,0,US,M,2
1398,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,0,US,M,2
629,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,0,US,M,2
1504,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,100,US,M,2
1554,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,0,US,M,2
908,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,100,US,M,2
1062,2023,SE,3,FT,2,Data Scientist,5,225000,USD,225000,5,US,0,US,M,2
673,2023,SE,3,FT,2,Data Engineer,2,226700,USD,226700,5,US,0,US,M,2
1468,2023,SE,3,FT,2,Data Engineer,2,226700,USD,226700,5,US,0,US,M,2
653,2023,SE,3,FT,2,Data Engineer,2,226700,USD,226700,5,US,0,US,M,2
1657,2023,SE,3,FT,2,Data Engineer,2,226700,USD,226700,5,US,0,US,M,2
473,2023,SE,3,FT,2,Data Engineer,2,226700,USD,226700,5,US,0,US,M,2
543,2023,SE,3,FT,2,Data Analyst,1,227000,USD,227000,5,US,0,US,M,2
429,2023,SE,3,FT,2,Data Architect,6,228000,USD,228000,5,US,0,US,M,2
1201,2023,SE,3,FT,2,Data Scientist,5,228000,USD,228000,5,US,0,US,M,2
1435,2023,SE,3,FT,2,Data Scientist,5,228000,USD,228000,5,US,0,US,M,2
75,2023,SE,3,FT,2,Data Engineer,2,229000,USD,229000,5,US,0,US,M,2
1094,2023,SE,3,FT,2,Data Analyst,1,230000,USD,230000,5,US,0,US,M,2
1264,2023,SE,3,FT,2,Data Engineer,2,230000,USD,230000,5,US,0,US,M,2
314,2023,SE,3,FT,2,Data Engineer,2,230000,USD,230000,5,US,0,US,M,2
697,2023,SE,3,FT,2,Analytics Engineer,3,230000,USD,230000,5,US,0,US,M,2
1585,2023,SE,3,FT,2,Data Engineer,2,231250,USD,231250,5,US,100,US,M,2
300,2023,SE,3,FT,2,Analytics Engineer,3,231250,USD,231250,5,US,100,US,M,2
484,2023,SE,3,FT,2,Data Engineer,2,231500,USD,231500,5,US,100,US,M,2
1560,2023,SE,3,FT,2,Data Engineer,2,232200,USD,232200,5,US,100,US,M,2
1706,2023,SE,3,FT,2,ML Engineer,4,234100,USD,234100,5,US,100,US,M,2
822,2023,EX,4,FT,2,Data Engineer,2,235000,USD,235000,5,US,0,US,M,2
745,2023,EX,4,FT,2,Data Engineer,2,235000,USD,235000,5,US,0,US,M,2
1302,2023,SE,3,FT,2,Data Scientist,5,235000,USD,235000,5,US,100,US,M,2
146,2023,EX,4,FT,2,Data Engineer,2,236000,USD,236000,5,US,100,US,M,2
46,2023,SE,3,FT,2,Data Engineer,2,236000,USD,236000,5,US,100,US,M,2
650,2023,SE,3,FT,2,Data Engineer,2,237000,USD,237000,5,US,100,US,M,2
1255,2023,SE,3,FT,2,Data Scientist,5,237000,USD,237000,5,US,100,US,M,2
13,2023,SE,3,FT,2,Data Scientist,5,237000,USD,237000,5,US,0,US,M,2
348,2023,SE,3,FT,2,Data Scientist,5,237000,USD,237000,5,US,100,US,M,2
118,2023,SE,3,FT,2,Data Scientist,5,237000,USD,237000,5,US,100,US,M,2
124,2023,SE,3,FT,2,Data Scientist,5,237000,USD,237000,5,US,100,US,M,2
209,2023,SE,3,FT,2,Data Scientist,5,237000,USD,237000,5,US,100,US,M,2
834,2023,SE,3,FT,2,Data Engineer,2,238000,USD,238000,5,US,0,US,M,2
1193,2023,SE,3,FT,2,Data Scientist,5,238000,USD,238000,5,US,100,US,M,2
529,2023,EX,4,FT,2,Data Engineer,2,239000,USD,239000,5,US,100,US,M,2
1317,2023,EX,4,FT,2,Data Engineer,2,239000,USD,239000,5,US,100,US,M,2
97,2023,EX,4,FT,2,Data Engineer,2,239000,USD,239000,5,US,100,US,M,2
52,2023,EX,4,FT,2,Data Engineer,2,239000,USD,239000,5,US,100,US,M,2
1683,2023,SE,3,FT,2,Data Scientist,5,239000,USD,239000,5,US,0,US,L,3
286,2023,SE,3,FT,2,Data Scientist,5,239748,USD,239748,5,US,0,US,M,2
983,2023,SE,3,FT,2,Data Scientist,5,239748,USD,239748,5,US,0,US,M,2
179,2023,SE,3,FT,2,Data Engineer,2,240000,USD,240000,5,US,0,US,M,2
203,2023,SE,3,FT,2,Data Engineer,2,240000,USD,240000,5,US,0,US,M,2
258,2023,SE,3,FT,2,Machine Learning Engineer,4,240000,USD,240000,5,US,100,US,M,2
1502,2023,SE,3,FT,2,Data Scientist,5,240000,USD,240000,5,US,100,US,M,2
1261,2023,SE,3,FT,2,Data Analyst,1,240500,USD,240500,5,US,0,US,M,2
1419,2023,SE,3,FT,2,Data Engineer,2,240500,USD,240500,5,US,0,US,L,3
1364,2023,SE,3,FT,2,Data Engineer,2,240500,USD,240500,5,US,0,US,L,3
481,2023,SE,3,FT,2,Data Engineer,2,241000,USD,241000,5,US,0,US,M,2
567,2023,SE,3,FT,2,Machine Learning Engineer,4,241000,USD,241000,5,US,0,US,M,2
1464,2023,SE,3,FT,2,Data Engineer,2,241871,USD,241871,5,US,0,US,M,2
1591,2023,SE,3,FT,2,Data Scientist,5,245000,USD,245000,5,US,100,US,M,2
113,2023,SE,3,FT,2,Data Scientist,5,245000,USD,245000,5,US,0,US,M,2
296,2023,SE,3,FT,2,Data Scientist,5,245000,USD,245000,5,US,0,US,M,2
350,2023,SE,3,FT,2,Data Engineer,2,247300,USD,247300,5,US,0,US,M,2
